59,74.0,3487.0,771.0
40.0,16.0,1059.0,281.0
83.0,137.0,4030.0,1200.0
92,89.0,1509.0,581.0
147,147.0,304.0,1463.0
581,571.0,0.0,405.0
5.0,65.0,688.0,327.0
86.0,39.0,1954.0,572.0
22,36.0,1302.0,522.0
224,213.0,2969.0,758.0
10,21.0,1380.0,385.0
21,31.0,1153.0,355.0
541,547.0,968.0,348.0
121.0,40.0,4.0,501.0
76,74.0,792.0,249.0
33.0,68.0,1292.0,498.0
111,79.0,1214.0,386.0
25,23.0,347.0,203.0
44,76.0,2190.0,610.0
21,30.0,3018.0,786.0
727,709.0,990.0,336.0
85,105.0,1400.0,348.0
83.0,107.0,1560.0,541.0
207,129.0,6682.0,1630.0
96,106.0,1151.0,429.0
40,259.0,5644.0,1463.0
603.0,635.0,3163.0,1051.0
47.0,48.0,753.0,755.0
6.0,30.0,1514.0,632.0
162,38.0,1204.0,313.0
513,651.0,3210.0,744.0
727.0,711.0,1006.0,398.0
268,245.0,3114.0,871.0
51.0,54.0,1018.0,302.0
A19,A17,898.0,301.0
40.0,6.0,2595.0,768.0
B02,A22,1351.0,298.0
124,122.0,1529.0,382.0
54.0,51.0,1319.0,1751.0
129.0,120.0,653.0,329.0
61.0,22.0,2334.0,577.0
126.0,44.0,1221.0,537.0
244,43.0,3716.0,817.0
111,118.0,1827.0,485.0
651.0,651.0,0.0,36.0
13,23.0,2691.0,792.0
259,255.0,616.0,355.0
104,505.0,7929.0,1707.0
111,128.0,2393.0,644.0
114,232.0,4645.0,1254.0
116.0,127.0,2020.0,712.0
34,29.0,1548.0,478.0
87.0,115.0,1106.0,391.0
74.0,44.0,2877.0,989.0
529.0,60.0,5117.0,1224.0
22.0,4.0,1378.0,580.0
737.0,727.0,778.0,193.0
48.0,48.0,12.0,77.0
633,617.0,2505.0,1509.0
203,130.0,1014.0,236.0
24.0,39.0,1703.0,576.0
9.0,69.0,898.0,611.0
21.0,63.0,1668.0,547.0
61.0,30.0,949.0,424.0
19,49.0,995.0,381.0
149,114.0,1931.0,553.0
21.0,118.0,0.0,952.0
117.0,142.0,2521.0,723.0
46.0,150.0,1525.0,485.0
69,519.0,8721.0,3437.0
25.0,25.0,2.0,78.0
47.0,162.0,6538.0,1494.0
42.0,40.0,890.0,365.0
17,136.0,4649.0,1359.0
20.0,33.0,1327.0,601.0
55,51.0,2168.0,543.0
117,150.0,2301.0,586.0
23.0,33.0,692.0,163.0
30.0,64.0,933.0,272.0
54.0,54.0,0.0,10.0
122,12.0,2072.0,549.0
116,44.0,1509.0,484.0
56,33.0,4408.0,1067.0
149.0,20.0,1392.0,385.0
12,48.0,706.0,300.0
30.0,22.0,2068.0,1030.0
134,126.0,1901.0,481.0
18,31.0,1965.0,548.0
A29,A21,1061.0,383.0
57.0,33.0,3118.0,914.0
51.0,54.0,986.0,276.0
122,122.0,1717.0,1224.0
20.0,12.0,1643.0,850.0
707,757.0,3422.0,684.0
513,563.0,2550.0,627.0
1.0,9.0,1952.0,848.0
28,21.0,1582.0,414.0
24.0,162.0,965.0,400.0
260,284.0,5891.0,1470.0
45.0,138.0,3210.0,935.0
126,12.0,3411.0,1028.0
16,27.0,2184.0,799.0
9,12.0,835.0,248.0
79,29.0,3218.0,777.0
131,80.0,1899.0,366.0
41,128.0,1686.0,518.0
76,76.0,1.0,38.0
75,46.0,1345.0,420.0
50.0,6.0,3708.0,1174.0
114.0,146.0,2964.0,931.0
79.0,149.0,2182.0,1652.0
79,43.0,1880.0,559.0
79,41.0,1951.0,544.0
137,19.0,4210.0,1133.0
247,245.0,7855.0,4629.0
106,39.0,2936.0,756.0
19,118.0,2905.0,857.0
639.0,581.0,1768.0,434.0
44.0,138.0,2650.0,803.0
22.0,37.0,1247.0,264.0
585,581.0,1841.67,221.0
110.0,23.0,3988.0,1297.0
601.0,613.0,1398.0,485.0
125,126.0,414.0,120.0
3,161.0,1090.0,389.0
28,65.0,1815.0,958.0
46,68.0,3610.0,1215.0
751,731.0,1266.0,303.0
18,64.0,3126.0,815.0
34.0,70.0,831.0,253.0
4,4.0,647.0,866.0
126,259.0,3316.0,2290.0
260,258.0,822.0,220.0
106,101.0,1509.0,641.0
235,46.0,4874.0,1516.0
541,92.0,3857.0,914.0
69.0,69.0,4.0,35.0
12.0,6.0,9717.0,4712.0
21.0,73.0,2252.0,584.0
258,87.0,5131.0,1302.0
73,201.0,3700.0,951.0
20,36.0,1471.0,551.0
39,113.0,2507.0,807.0
12,13.0,1435.0,2004.0
121,115.0,1880.0,955.0
201,30.0,1108.0,329.0
45,76.0,1517.0,439.0
44.0,72.0,3218.0,778.0
60.0,64.0,1622.0,334.0
21.0,30.0,2027.0,475.0
161,1.0,1447.0,398.0
611,625.0,1004.0,301.0
A14,A29,1476.0,578.0
68.0,18.0,1372.0,453.0
138,245.0,4322.0,947.0
133,124.0,3845.0,1606.0
547,541.0,692.0,186.0
625,581.0,3281.0,919.0
117,137.0,1955.0,584.0
5,5.0,42.0,60.0
6,10.0,2619.0,1300.0
125.0,47.0,3659.0,1042.0
67,67.0,684.0,554.0
22,29.0,1711.0,499.0
30.0,38.0,2458.0,832.0
124.0,76.0,3434.0,1054.0
114,87.0,1619.0,355.0
43.0,4.0,3071.0,790.0
59,22.0,2879.0,631.0
161,8.0,496.0,279.0
39.0,66.0,5987.0,3777.0
1.0,27.0,1845.0,785.0
A18,A21,569.0,192.0
653.0,627.0,3597.0,1033.0
85,95.0,1521.0,404.0
92.0,163.0,3981.0,1585.0
36,41.0,2088.0,448.0
59.0,6.0,1933.0,557.0
148,116.0,5090.0,1361.0
143,162.0,3869.0,920.0
A49,A41,2969.0,1422.0
123,13.0,2606.0,606.0
21.0,21.0,0.0,10.0
539,559.0,1886.0,566.0
47,47.0,0.0,16.0
71,26.0,1738.0,341.0
121.0,125.0,847.0,322.0
751,753.0,1069.0,708.0
41,71.0,3749.0,1143.0
206,223.0,2419.0,881.0
641,627.0,554.0,155.0
36,36.0,2021.0,1045.0
71.0,71.0,55.0,101.0
47.0,39.0,2605.0,836.0
A22,B08,3275.0,849.0
57.0,162.0,2942.0,927.0
37,69.0,1488.0,472.0
57,67.0,3181.0,731.0
147,226.0,3169.0,628.0
127.0,118.0,1219.0,413.0
539.0,549.0,714.0,17413.0
19.0,41.0,1627.0,565.0
128,11.0,3906.0,4519.0
16.0,16.0,14.0,113.0
121,12.0,2630.0,587.0
286,263.0,3232.0,811.0
26.0,27.0,749.0,140.0
41.0,17.0,1076.0,596.0
58.0,28.0,1972.0,573.0
10,26.0,1438.0,539.0
137.0,134.0,1092.0,367.0
42,150.0,1884.0,592.0
61.0,30.0,682.0,211.0
501,52.0,0.0,1408.0
75.0,28.0,2266.0,815.0
757,727.0,2464.0,732.0
247,248.0,1876.0,1934.0
21.0,79.0,2280.0,769.0
120.0,130.0,955.0,462.0
139.0,137.0,1000.0,225.0
6.0,22.0,1494.0,566.0
41.0,75.0,2062.0,569.0
67.0,65.0,823.0,288.0
731,735.0,473.0,217.0
98,701.0,2677.0,677.0
42.0,17.0,1341.0,521.0
137,206.0,4680.0,1377.0
711,729.0,906.0,194.0
68,121.0,3916.0,968.0
2.0,32.0,2301.0,759.0
127,122.0,1045.0,483.0
213,80.0,4230.0,930.0
64,30.0,1029.0,276.0
126.0,114.0,2519.0,675.0
65,1.0,5278.0,1919.0
B01,A19,1946.0,768.0
21,65.0,3421.0,1040.0
137,139.0,961.0,283.0
231,132.0,5846.0,1289.0
537,553.0,641.0,232.0
16.0,63.0,3114.0,835.0
22,122.0,2510.0,731.0
4,30.0,2031.0,669.0
25.0,133.0,4216.0,1127.0
30.0,64.0,1060.0,268.0
16.0,14.0,906.0,472.0
254,255.0,1383.33,166.0
128,136.0,1764.0,683.0
57,150.0,4131.0,1344.0
74.0,74.0,1461.0,1296.0
112,145.0,1950.0,668.0
64.0,64.0,19241.0,18748.0
38.0,24.0,1537.0,377.0
515,517.0,726.0,168.0
641.0,641.0,0.0,11.0
113,41.0,2615.0,878.0
53,52.0,2845.0,1729.0
52,54.0,675.0,185.0
127,89.0,4512.0,1213.0
22,69.0,847.0,356.0
541.0,547.0,834.0,209.0
25,7.0,1325.0,841.0
48.0,18.0,1357.0,462.0
1.0,11.0,2915.0,1866.0
1.0,10.0,1168.0,962.0
21,224.0,6771.0,1423.0
116.0,113.0,1504.0,459.0
581,581.0,608.0,141.0
129.0,142.0,1921.0,847.0
67.0,60.0,2161.0,1739.0
601,625.0,1723.0,486.0
137,126.0,2203.0,1021.0
144,134.0,2352.0,600.0
27,63.0,994.0,246.0
11.0,24.0,793.0,335.0
76.0,76.0,4.0,27.0
34.0,16.0,2056.0,2309.0
126.0,47.0,3653.0,1005.0
55,33.0,4625.0,981.0
40.0,47.0,2459.0,732.0
57,50.0,1387.0,383.0
727,729.0,4434.0,955.0
639,581.0,1747.0,478.0
56,625.0,7613.0,1585.0
41.0,41.0,4.0,40.0
202,41.0,6912.0,1718.0
123.0,60.0,4374.0,1653.0
68.0,20.0,1545.0,447.0
15,75.0,3152.0,1086.0
73,73.0,8.0,72.0
37,19.0,1308.0,326.0
50,59.0,2373.0,570.0
103.0,106.0,1044.0,416.0
711,727.0,1129.0,304.0
83.0,118.0,2762.0,794.0
134,140.0,2583.0,751.0
118,74.0,3341.0,1377.0
108,133.0,3499.0,1111.0
581.0,583.0,771.0,213.0
161,80.0,3312.0,899.0
56,533.0,4343.0,1109.0
122,39.0,3996.0,1015.0
139,19.0,5864.0,1266.0
637,627.0,1415.0,448.0
103.0,101.0,823.0,200.0
140,239.0,7117.0,1661.0
65.0,26.0,1972.0,421.0
107,120.0,4224.0,1400.0
105,74.0,2864.0,865.0
15.0,23.0,1196.0,447.0
138,275.0,8354.0,1705.0
95,531.0,3917.0,885.0
114,88.0,2334.0,606.0
30,65.0,2544.0,892.0
21,35.0,745.0,284.0
26,22.0,686.0,391.0
25,150.0,855.0,300.0
23,37.0,931.0,282.0
108.0,8.0,5062.0,1265.0
125.0,43.0,2011.0,944.0
587.0,573.0,2009.0,615.0
134.0,113.0,2011.0,664.0
78.0,130.0,2346.0,619.0
53,30.0,1901.0,552.0
37,35.0,539.0,236.0
23,39.0,3199.0,906.0
80.0,80.0,16.0,105.0
77,36.0,1108.0,373.0
53.0,60.0,1664.0,626.0
45.0,39.0,1482.0,545.0
21.0,10.0,1406.0,533.0
B05,A30,2711.0,895.0
541.0,547.0,937.0,701.0
2.0,7.0,916.0,261.0
573,561.0,1141.0,295.0
222,221.0,624.0,275.0
103,96.0,1298.0,222.0
565,623.0,4265.0,950.0
25,61.0,2205.0,668.0
545,541.0,537.0,134.0
1,121.0,5190.0,1190.0
30.0,74.0,3048.0,1173.0
137.0,139.0,953.0,391.0
7.0,105.0,5617.0,1394.0
137,137.0,2356.0,818.0
126.0,137.0,1964.0,460.0
517.0,559.0,998.0,270.0
19,40.0,1178.0,459.0
28,28.0,6.0,47.0
A10,A17,1535.0,582.0
89,103.0,1570.0,636.0
14.0,14.0,36.0,55.0
8.0,22.0,837.0,319.0
121.0,129.0,1229.0,677.0
41,76.0,1738.0,427.0
14.0,12.0,420.0,407.0
91.0,74.0,2312.0,1723.0
26,71.0,1633.0,579.0
44.0,29.0,4280.0,1051.0
131.0,123.0,2954.0,890.0
1,22.0,2499.0,1436.0
547,581.0,5980.0,1450.0
44.0,117.0,986.0,370.0
89.0,19.0,4680.0,2016.0
549,559.0,1100.0,378.0
89,533.0,5166.0,1210.0
727,711.0,1310.0,365.0
106,83.0,1680.0,384.0
44,43.0,898.0,344.0
118.0,79.0,1680.0,507.0
29.0,21.0,1447.0,455.0
57.0,39.0,4563.0,1710.0
24.0,62.0,2193.0,674.0
125.0,78.0,3900.0,1257.0
72.0,73.0,545.0,444.0
124.0,126.0,976.0,253.0
551,545.0,1735.0,496.0
555,545.0,1727.0,489.0
A28,A28,1172.0,2266.0
114,116.0,796.0,216.0
63,64.0,663.0,218.0
31,31.0,4173.0,2270.0
55,507.0,3841.0,876.0
11,246.0,6368.0,1954.0
95,81.0,2244.0,813.0
150,16.0,3914.0,1566.0
29,24.0,1294.0,701.0
541,527.0,1065.0,275.0
26.0,26.0,0.0,16.0
19,202.0,1714.0,406.0
A30,C01,1482.0,361.0
25,120.0,3681.0,2307.0
611,613.0,563.0,179.0
42.0,63.0,3800.0,907.0
A03,A27,1674.0,610.0
19,36.0,1743.0,864.0
96,163.0,2619.0,1391.0
36,89.0,3285.0,1679.0
16.0,16.0,6.0,97.0
17,41.0,1081.0,337.0
A31,A31,4598.0,1851.0
109.0,110.0,520.0,150.0
A13,A11,710.0,360.0
A02,A38,2887.0,1269.0
11.0,121.0,2928.0,684.0
32,8.0,1188.0,491.0
59,64.0,2109.0,593.0
215,209.0,1310.0,508.0
61,4.0,2802.0,823.0
639,639.0,0.0,20.0
B07,A21,1600.0,531.0
589,625.0,1929.0,524.0
8.0,11.0,4339.0,1645.0
141.0,147.0,1884.0,709.0
141,131.0,2021.0,503.0
26.0,70.0,737.0,283.0
232,266.0,5486.0,1255.0
18.0,3.0,1668.0,719.0
8.0,8.0,36.0,104.0
217,89.0,3814.0,963.0
206,206.0,4.0,66.0
30,78.0,3765.0,1194.0
78.0,25.0,2350.0,674.0
70,59.0,2283.0,489.0
B07,A38,2768.0,827.0
89,91.0,1611.0,426.0
237,238.0,1145.0,392.0
19.0,117.0,2262.0,678.0
3.0,19.0,1588.0,630.0
36,162.0,1085.0,455.0
729.0,725.0,588.0,231.0
138,12.0,5707.0,1442.0
112,227.0,2964.0,937.0
42.0,65.0,4690.0,1312.0
A29,B05,2235.0,684.0
30.0,9.0,1997.0,634.0
505,505.0,2.0,181.0
130,44.0,1133.0,281.0
1,63.0,2189.0,811.0
234,133.0,4531.0,1316.0
21,88.0,3953.0,1284.0
577,573.0,1507.0,466.0
37,24.0,1173.0,373.0
69.0,86.0,4500.0,1196.0
65,30.0,2893.0,2536.0
133,138.0,1780.0,485.0
125,37.0,3930.0,1335.0
122.0,19.0,2174.0,694.0
47.0,9.0,755.0,522.0
21,101.0,6044.0,1210.0
137.0,134.0,714.0,236.0
751,731.0,1199.0,229.0
A26,C02,1843.0,671.0
227,147.0,632.0,218.0
589,573.0,2284.0,934.0
89.0,111.0,1651.0,426.0
8,8.0,882.0,1545.0
148,126.0,3994.0,901.0
92,769.0,4595.0,1190.0
6.0,96.0,5651.0,1475.0
72,91.0,2738.0,677.0
11.0,75.0,2887.0,872.0
573,597.0,1598.0,1034.0
731,763.0,1116.0,441.0
17.0,42.0,1335.0,464.0
162.0,64.0,0.0,23.0
A39,A25,1139.0,366.0
613,627.0,884.0,284.0
142.0,1.0,7191.0,2377.0
625,625.0,3831.0,1098.0
140,16.0,5441.0,1340.0
232,225.0,4592.0,1471.0
57,60.0,1245.0,411.0
5.0,20.0,2278.0,694.0
31,21.0,1191.0,256.0
82,24.0,2962.0,960.0
5,12.0,2086.0,669.0
21.0,29.0,1431.0,408.0
52.0,55.0,1837.0,576.0
126.0,122.0,1039.0,282.0
B02,B05,914.0,308.0
77,140.0,5162.0,1282.0
5.0,5.0,800.0,351.0
58,130.0,6248.0,1442.0
87,136.0,2719.0,732.0
18,38.0,1980.0,557.0
60.0,60.0,2632.0,2026.0
33.0,41.0,2738.0,673.0
126,121.0,673.0,361.0
553.0,559.0,902.0,348.0
519,525.0,526.0,211.0
5.0,114.0,5717.0,1240.0
72,74.0,910.0,271.0
21.0,59.0,2768.0,624.0
15,10.0,953.0,209.0
133.0,115.0,1541.0,519.0
16.0,76.0,3165.0,739.0
80.0,36.0,1864.0,689.0
22,40.0,1437.0,434.0
9,13.0,2020.0,640.0
260,268.0,1625.0,406.0
50,5.0,4786.0,1238.0
137.0,137.0,0.0,24.0
259,267.0,2474.0,588.0
35,32.0,289.0,110.0
120,142.0,2587.0,778.0
95,91.0,1066.0,332.0
126,18.0,3095.0,1301.0
123,150.0,2403.0,408.0
8,75.0,2713.0,819.0
73,26.0,2497.0,855.0
19.0,85.0,3490.0,1006.0
30.0,53.0,1929.0,430.0
71,64.0,2155.0,592.0
146,139.0,2060.0,902.0
21.0,29.0,1833.0,464.0
707.0,89.0,5167.0,1245.0
30,26.0,1439.0,373.0
707,729.0,1395.0,385.0
53,143.0,925.0,496.0
142,45.0,3016.0,998.0
559,555.0,612.0,235.0
30.0,82.0,4292.0,1368.0
521,96.0,6766.0,1407.0
120.0,138.0,2470.0,815.0
243,12.0,4347.0,1033.0
70.0,24.0,1392.0,329.0
93,86.0,2424.0,726.0
559,517.0,1008.0,319.0
46.0,90.0,3471.0,972.0
39.0,11.0,10022.0,4911.0
253,260.0,2123.0,673.0
29,59.0,1402.0,564.0
120,109.0,3553.0,891.0
208,45.0,6456.0,1807.0
39.0,74.0,1329.0,400.0
258,273.0,3208.0,693.0
259,257.0,459.0,137.0
275,267.0,1349.0,331.0
161,1.0,2184.0,53290.0
71.0,29.0,25900.0,3108.0
2,8.0,1462.0,533.0
18,21.0,1121.0,323.0
1,8.0,2068.0,795.0
107,72.0,3826.0,1516.0
543,597.0,4300.0,1039.0
36.0,26.0,1207.0,351.0
121.0,23.0,2826.0,772.0
132,134.0,967.0,267.0
15,75.0,3439.0,995.0
541,543.0,688.0,325.0
37,32.0,716.0,165.0
583.0,589.0,5256.0,1384.0
254,260.0,1027.0,230.0
34.0,21.0,1104.0,276.0
49,22.0,1058.0,335.0
9.0,40.0,10749.0,8510.0
113,119.0,1745.0,502.0
46.0,78.0,1766.0,594.0
202,150.0,2777.0,1294.0
29.0,29.0,1400.0,1026.0
121.0,142.0,4254.0,1669.0
36,25.0,1440.0,514.0
12.0,7.0,1261.0,731.0
117.0,121.0,1699.0,917.0
19.0,21.0,457.0,142.0
78,71.0,2072.0,749.0
12.0,66.0,2866.0,1585.0
8.0,75.0,2683.0,995.0
24,80.0,2542.0,823.0
611,627.0,1302.0,373.0
637,563.0,3829.0,783.0
68,6.0,496.0,338.0
6,54.0,3226.0,1060.0
629,635.0,1283.0,369.0
45.0,71.0,3399.0,1452.0
126,87.0,1427.0,395.0
109,108.0,620.0,549.0
41.0,41.0,0.0,17.0
239,240.0,1360.0,617.0
577,581.0,1288.0,364.0
121.0,66.0,4559.0,1549.0
111,89.0,1835.0,723.0
78.0,14.0,4188.0,1606.0
128,161.0,3804.0,1094.0
521.0,60.0,6607.0,1668.0
21.0,17.0,1026.0,285.0
57,59.0,1392.0,283.0
254,259.0,847.0,197.0
134.0,21.0,5854.0,1734.0
94,519.0,5419.0,1450.0
26,29.0,981.0,282.0
79,21.0,2342.0,537.0
208,210.0,2205.0,5240.0
30,29.0,492.0,167.0
136,126.0,2703.0,684.0
611,625.0,1044.0,283.0
15.0,63.0,2511.0,1034.0
517,579.0,1652.0,497.0
A29,A04,2679.0,1527.0
66.0,24.0,2607.0,1493.0
26,143.0,6577.0,1737.0
245,126.0,1809.0,493.0
245,137.0,3606.0,1220.0
258,260.0,812.0,264.0
121.0,17.0,1948.0,499.0
66.0,11.0,1758.0,487.0
635.0,625.0,2265.0,587.0
62.0,30.0,321.0,101.0
1.0,16.0,2548.0,963.0
120.0,46.0,1425.0,547.0
161,161.0,9913.0,6873.0
573,575.0,598.0,254.0
71,68.0,3359.0,941.0
21.0,36.0,1531.0,722.0
141.0,20.0,4337.0,1052.0
119,114.0,1159.0,297.0
162,76.0,1809.0,385.0
106,43.0,4498.0,1303.0
44,44.0,210.0,1111.0
517,515.0,1045.0,338.0
104,72.0,5622.0,1878.0
70.0,70.0,51.0,103.0
131.0,44.0,1396.0,385.0
26,5.0,1555.0,485.0
118.0,126.0,1427.0,509.0
2,12.0,1204.0,291.0
19.0,130.0,3620.0,1308.0
15.0,16.0,656.0,388.0
519.0,525.0,1155.0,1151.0
74,64.0,3216.0,727.0
747,731.0,1092.0,345.0
147.0,148.0,1310.0,361.0
A13,A09,1453.0,3372.0
240,266.0,2342.0,812.0
81.0,21.0,2754.0,931.0
279,276.0,2052.0,722.0
71.0,6.0,1968.0,611.0
715,729.0,688.0,234.0
38.0,44.0,2411.0,707.0
122,150.0,2407.0,679.0
47.0,47.0,189.0,42.0
596.0,585.0,518.0,218.0
44.0,131.0,1362.0,369.0
18,244.0,4461.0,1028.0
264,268.0,2313.0,809.0
543,547.0,453.0,161.0
89,715.0,5677.0,1108.0
72,64.0,3018.0,1286.0
24,67.0,1368.0,3126.0
202,252.0,7169.0,1725.0
131.0,131.0,0.0,13.0
89.0,105.0,710.0,213.0
625,613.0,665.0,301.0
148.0,103.0,5342.0,1219.0
44.0,150.0,2570.0,1164.0
113,38.0,3329.0,697.0
9.0,65.0,2148.0,803.0
